recommendation_score,price_score,horsepower_score,year_score,mileage_score,location_score,seller_score,car_name,price_eur,year,mileage_km,fuel,transmission,seller_type,location,horsepower,doors,critair_estimated,url,source_file,raw_text,sr_text,date_seen
65,30,0,5,20,5,5,Ford ka 1.2 ess 70ch faible km,4500,2011,64000,Essence,Manuelle,Professionnel,Mâcon 71000,70.0,,1,https://www.leboncoin.fr/ad/voitures/3180152855,leboncoin_page3.html,"Ford ka 1.2 ess 70ch faible km 4 500 € Prix: 4 500 €. Pro Vendeur professionnel. · 2011 · 64000 km · Essence · Manuelle Année: ""2011"". Kilométrage: ""64000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année 2011 Kilométrage 64000 km Énergie Essence Boîte de vitesse Manuelle Année: ""2011"". Kilométrage: ""64000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Mâcon 71000 Située à Mâcon 71000.","Prix: 4 500 €. Vendeur professionnel. Année: ""2011"". Kilométrage: ""64000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année: ""2011"". Kilométrage: ""64000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Située à Mâcon 71000.",2026-05-07 00:53:06
65,22,0,13,20,10,0,Peugeot 208 finition like,5890,2015,79000,Essence,Manuelle,,Chalon-sur-Saône 71100,,,1,https://www.leboncoin.fr/ad/voitures/3174535022,leboncoin_page5.html,"Peugeot 208 finition like 5 890 € Prix: 5 890 €. Pack Sérénité · 2015 · 79000 km · Essence · Manuelle Année: ""2015"". Kilométrage: ""79000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année 2015 Kilométrage 79000 km Énergie Essence Boîte de vitesse Manuelle Année: ""2015"". Kilométrage: ""79000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Chalon-sur-Saône 71100 Située à Chalon-sur-Saône 71100.","Prix: 5 890 €. Année: ""2015"". Kilométrage: ""79000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année: ""2015"". Kilométrage: ""79000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Située à Chalon-sur-Saône 71100.",2026-05-07 00:53:06
63,30,5,5,13,5,5,Dasia sandero 1.2 esse 75cv black line,3800,2011,127000,Essence,Manuelle,Professionnel,Mâcon 71000,75.0,,1,https://www.leboncoin.fr/ad/voitures/3166894535,leboncoin_page5.html,"Dasia sandero 1.2 esse 75cv black line 3 800 € Prix: 3 800 €. Pro Vendeur professionnel. · 2011 · 127000 km · Essence · Manuelle Année: ""2011"". Kilométrage: ""127000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année 2011 Kilométrage 127000 km Énergie Essence Boîte de vitesse Manuelle Année: ""2011"". Kilométrage: ""127000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Mâcon 71000 Située à Mâcon 71000.","Prix: 3 800 €. Vendeur professionnel. Année: ""2011"". Kilométrage: ""127000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année: ""2011"". Kilométrage: ""127000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Située à Mâcon 71000.",2026-05-07 00:53:06
63,22,15,13,8,0,5,PEUGEOT 308 SW Style 1.6 VTi 120cv PHASE 2/Radar avant arrière/Toit Panoramique,5490,2014,145500,Essence,Manuelle,Professionnel,Couchey 21160,120.0,,1,https://www.leboncoin.fr/ad/voitures/3181688766,leboncoin_page2.html,"PEUGEOT 308 SW Style 1.6 VTi 120cv PHASE 2/Radar avant arrière/Toit Panoramique 5 490 € Baisse de prix Prix: 5 490 €.. Baisse de prix Pro Vendeur professionnel. · 2014 · 145500 km · Essence · Manuelle Année: ""2014"". Kilométrage: ""145500 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année 2014 Kilométrage 145500 km Énergie Essence Boîte de vitesse Manuelle Année: ""2014"". Kilométrage: ""145500 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" SUITE AUTOMOBILE Couchey 21160 Située à Couchey 21160.","Prix: 5 490 €.. Baisse de prix Vendeur professionnel. Année: ""2014"". Kilométrage: ""145500 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année: ""2014"". Kilométrage: ""145500 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Située à Couchey 21160.",2026-05-07 00:53:06
62,30,5,9,13,0,5,RENAULT Twingo II Phase 2 (X44) 1.2 i LEV eco2 75 cv REGUL SUIVI OK CT OK GARANTIE CRIT’AIR 1,4490,2012,113500,Essence,Manuelle,Professionnel,Châtenoy-le-Royal 71880,75.0,,1,https://www.leboncoin.fr/ad/voitures/3171918642,leboncoin_page5.html,"RENAULT Twingo II Phase 2 (X44) 1.2 i LEV eco2 75 cv REGUL SUIVI OK CT OK GARANTIE CRIT’AIR 1 4 490 € Prix: 4 490 €. Pro Vendeur professionnel. · 2012 · 113500 km · Essence · Manuelle Année: ""2012"". Kilométrage: ""113500 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année 2012 Kilométrage 113500 km Énergie Essence Boîte de vitesse Manuelle Année: ""2012"". Kilométrage: ""113500 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Châtenoy-le-Royal 71880 Située à Châtenoy-le-Royal 71880.","Prix: 4 490 €. Vendeur professionnel. Année: ""2012"". Kilométrage: ""113500 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année: ""2012"". Kilométrage: ""113500 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Située à Châtenoy-le-Royal 71880.",2026-05-07 00:53:06
62,30,0,9,13,5,5,"Citroën c3 1,4 essence moteur TU",4500,2012,140000,Essence,Manuelle,Professionnel,Mâcon 71000,,,1,https://www.leboncoin.fr/ad/voitures/3144231014,leboncoin_page3.html,"Citroën c3 1,4 essence moteur TU 4 500 € Baisse de prix Prix: 4 500 €.. Baisse de prix Pro Vendeur professionnel. · 2012 · 140000 km · Essence · Manuelle Année: ""2012"". Kilométrage: ""140000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année 2012 Kilométrage 140000 km Énergie Essence Boîte de vitesse Manuelle Année: ""2012"". Kilométrage: ""140000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Mâcon 71000 Située à Mâcon 71000.","Prix: 4 500 €.. Baisse de prix Vendeur professionnel. Année: ""2012"". Kilométrage: ""140000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année: ""2012"". Kilométrage: ""140000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Située à Mâcon 71000.",2026-05-07 00:53:06
62,22,0,20,20,0,0,Vends Citroën AMI,5850,2021,17500,Électrique,Automatique,,Montceau-les-Mines 71300,,,0,https://www.leboncoin.fr/ad/voitures/3190942347,leboncoin_page2.html,"Vends Citroën AMI 5 850 € Prix: 5 850 €. Paiement sécurisé · 2021 · 17500 km · Électrique · Automatique Année: ""2021"". Kilométrage: ""17500 km"". Énergie: ""Électrique"". Boîte de vitesse: ""Automatique"" Année 2021 Kilométrage 17500 km Énergie Électrique Boîte de vitesse Automatique Année: ""2021"". Kilométrage: ""17500 km"". Énergie: ""Électrique"". Boîte de vitesse: ""Automatique"" Montceau-les-Mines 71300 Située à Montceau-les-Mines 71300.","Prix: 5 850 €. Année: ""2021"". Kilométrage: ""17500 km"". Énergie: ""Électrique"". Boîte de vitesse: ""Automatique"" Année: ""2021"". Kilométrage: ""17500 km"". Énergie: ""Électrique"". Boîte de vitesse: ""Automatique"" Située à Montceau-les-Mines 71300.",2026-05-07 00:53:06
62,22,0,20,20,0,0,Citroën Ami,5490,2021,26000,Électrique,Automatique,,Verzé 71960,,,0,https://www.leboncoin.fr/ad/voitures/3189394257,leboncoin_page2.html,"Citroën Ami 5 490 € Prix: 5 490 €. Paiement sécurisé · 2021 · 26000 km · Électrique · Automatique Année: ""2021"". Kilométrage: ""26000 km"". Énergie: ""Électrique"". Boîte de vitesse: ""Automatique"" Année 2021 Kilométrage 26000 km Énergie Électrique Boîte de vitesse Automatique Année: ""2021"". Kilométrage: ""26000 km"". Énergie: ""Électrique"". Boîte de vitesse: ""Automatique"" Verzé 71960 Située à Verzé 71960.","Prix: 5 490 €. Année: ""2021"". Kilométrage: ""26000 km"". Énergie: ""Électrique"". Boîte de vitesse: ""Automatique"" Année: ""2021"". Kilométrage: ""26000 km"". Énergie: ""Électrique"". Boîte de vitesse: ""Automatique"" Située à Verzé 71960.",2026-05-07 00:53:06
62,22,0,20,20,0,0,PEUGEOT 208 essence 68cv,5750,2018,62000,Essence,Manuelle,,Le Breuil 71670,68.0,,1,https://www.leboncoin.fr/ad/voitures/3173238953,leboncoin_page5.html,"PEUGEOT 208 essence 68cv 5 750 € Prix: 5 750 €. Pack Sérénité · 2018 · 62000 km · Essence · Manuelle Année: ""2018"". Kilométrage: ""62000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année 2018 Kilométrage 62000 km Énergie Essence Boîte de vitesse Manuelle Année: ""2018"". Kilométrage: ""62000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Le Breuil 71670 Située à Le Breuil 71670.","Prix: 5 750 €. Année: ""2018"". Kilométrage: ""62000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année: ""2018"". Kilométrage: ""62000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Située à Le Breuil 71670.",2026-05-07 00:53:06
62,22,0,17,13,10,0,Opel Adam,6000,2017,122200,Essence,Manuelle,,Chalon-sur-Saône 71100,,,1,https://www.leboncoin.fr/ad/voitures/3189851631,leboncoin_page2.html,"Déjà Vu Annonce déjà vue. Opel Adam 6 000 € Prix: 6 000 €. Pack Sérénité · 2017 · 122200 km · Essence · Manuelle Année: ""2017"". Kilométrage: ""122200 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année 2017 Kilométrage 122200 km Énergie Essence Boîte de vitesse Manuelle Année: ""2017"". Kilométrage: ""122200 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Chalon-sur-Saône 71100 Située à Chalon-sur-Saône 71100.","Annonce déjà vue. Prix: 6 000 €. Année: ""2017"". Kilométrage: ""122200 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année: ""2017"". Kilométrage: ""122200 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Située à Chalon-sur-Saône 71100.",2026-05-07 00:53:06
62,22,5,13,17,0,5,PEUGEOT 208 Active 1.2i PureTech 82CV PHASE 1,5990,2014,103500,Essence,Manuelle,Professionnel,Couchey 21160,82.0,,1,https://www.leboncoin.fr/ad/voitures/3173570888,leboncoin_page1.html,"PEUGEOT 208 Active 1.2i PureTech 82CV PHASE 1 5 990 € Prix: 5 990 €. Pro Vendeur professionnel. · 2014 · 103500 km · Essence · Manuelle Année: ""2014"". Kilométrage: ""103500 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année 2014 Kilométrage 103500 km Énergie Essence Boîte de vitesse Manuelle Année: ""2014"". Kilométrage: ""103500 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" SUITE AUTOMOBILE Couchey 21160 Située à Couchey 21160.","Prix: 5 990 €. Vendeur professionnel. Année: ""2014"". Kilométrage: ""103500 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année: ""2014"". Kilométrage: ""103500 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Située à Couchey 21160.",2026-05-07 00:53:06
62,22,5,13,17,0,5,108 000 KM DACIA LOGAN MCV 1.2 i 75 CV,5490,2014,108000,Essence,Manuelle,Professionnel,Montceau-les-Mines 71300 Le Bois du Verne,75.0,,1,https://www.leboncoin.fr/ad/voitures/3131106967,leboncoin_page5.html,"108 000 KM DACIA LOGAN MCV 1.2 i 75 CV 5 490 € Baisse de prix Prix: 5 490 €.. Baisse de prix Pro Vendeur professionnel. · 2014 · 108000 km · Essence · Manuelle Année: ""2014"". Kilométrage: ""108000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année 2014 Kilométrage 108000 km Énergie Essence Boîte de vitesse Manuelle Année: ""2014"". Kilométrage: ""108000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Montceau-les-Mines 71300 Le Bois du Verne Située à Montceau-les-Mines 71300 Le Bois du Verne.","Prix: 5 490 €.. Baisse de prix Vendeur professionnel. Année: ""2014"". Kilométrage: ""108000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année: ""2014"". Kilométrage: ""108000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Située à Montceau-les-Mines 71300 Le Bois du Verne.",2026-05-07 00:53:06
61,30,5,13,13,0,0,C3 1.6 75 Cv blue hdi,5000,2015,115200,Diesel,Manuelle,,Pagny-la-Ville 21250,75.0,,2,https://www.leboncoin.fr/ad/voitures/3192085514,leboncoin_page1.html,"Déjà Vu Annonce déjà vue. C3 1.6 75 Cv blue hdi 5 000 € Prix: 5 000 €. Pack Sérénité · 2015 · 115200 km · Diesel · Manuelle Année: ""2015"". Kilométrage: ""115200 km"". Énergie: ""Diesel"". Boîte de vitesse: ""Manuelle"" Année 2015 Kilométrage 115200 km Énergie Diesel Boîte de vitesse Manuelle Année: ""2015"". Kilométrage: ""115200 km"". Énergie: ""Diesel"". Boîte de vitesse: ""Manuelle"" Pagny-la-Ville 21250 Située à Pagny-la-Ville 21250.","Annonce déjà vue. Prix: 5 000 €. Année: ""2015"". Kilométrage: ""115200 km"". Énergie: ""Diesel"". Boîte de vitesse: ""Manuelle"" Année: ""2015"". Kilométrage: ""115200 km"". Énergie: ""Diesel"". Boîte de vitesse: ""Manuelle"" Située à Pagny-la-Ville 21250.",2026-05-07 00:53:06
61,30,0,13,13,5,0,Citroen c1,4800,2014,117110,Essence,Manuelle,,Charnay-lès-Mâcon 71850,,,1,https://www.leboncoin.fr/ad/voitures/3193011110,leboncoin_page1.html,"Déjà Vu Annonce déjà vue. Citroen c1 4 800 € Prix: 4 800 €. Pack Sérénité · 2014 · 117110 km · Essence · Manuelle Année: ""2014"". Kilométrage: ""117110 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année 2014 Kilométrage 117110 km Énergie Essence Boîte de vitesse Manuelle Année: ""2014"". Kilométrage: ""117110 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Charnay-lès-Mâcon 71850 Située à Charnay-lès-Mâcon 71850.","Annonce déjà vue. Prix: 4 800 €. Année: ""2014"". Kilométrage: ""117110 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année: ""2014"". Kilométrage: ""117110 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Située à Charnay-lès-Mâcon 71850.",2026-05-07 00:53:06
61,30,0,13,13,0,5,Peugeot 107 Société 1.0 VTi 68 Serie 64,4690,2014,130726,Essence,Manuelle,Professionnel,Montrevel-en-Bresse 01340,,,1,https://www.leboncoin.fr/ad/voitures/3174271716,leboncoin_page2.html,"Annonce possédant une vidéo. Déjà Vu Annonce déjà vue. Peugeot 107 Société 1.0 VTi 68 Serie 64 4 690 € Prix: 4 690 €. Pro Vendeur professionnel. · 2014 · 130726 km · Essence · Manuelle Année: ""2014"". Kilométrage: ""130726 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année 2014 Kilométrage 130726 km Énergie Essence Boîte de vitesse Manuelle Année: ""2014"". Kilométrage: ""130726 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" CapCar Montrevel-en-Bresse 01340 Située à Montrevel-en-Bresse 01340.","Annonce déjà vue. Prix: 4 690 €. Vendeur professionnel. Année: ""2014"". Kilométrage: ""130726 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année: ""2014"". Kilométrage: ""130726 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Située à Montrevel-en-Bresse 01340.",2026-05-07 00:53:06
61,22,0,17,17,0,5,PEUGEOT 208 1.2 PureTech 68ch BVM5 Like,5990,2017,96000,Essence,Manuelle,Professionnel,Gevrey-Chambertin 21220,68.0,,1,https://www.leboncoin.fr/ad/voitures/3156618004,leboncoin_page1.html,"PEUGEOT 208 1.2 PureTech 68ch BVM5 Like 5 990 € Prix: 5 990 €. Pro Vendeur professionnel. · 2017 · 96000 km · Essence · Manuelle Année: ""2017"". Kilométrage: ""96000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année 2017 Kilométrage 96000 km Énergie Essence Boîte de vitesse Manuelle Année: ""2017"". Kilométrage: ""96000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" D.A.S. AUTO 21 Gevrey-Chambertin 21220 Située à Gevrey-Chambertin 21220.","Prix: 5 990 €. Vendeur professionnel. Année: ""2017"". Kilométrage: ""96000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année: ""2017"". Kilométrage: ""96000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Située à Gevrey-Chambertin 21220.",2026-05-07 00:53:06
61,22,0,17,17,5,0,Peugeot 208 Style 1.2 PureTech – GPS / Clim / Radar,5790,2016,110000,Essence,Manuelle,,Le Creusot 71200,,,1,https://www.leboncoin.fr/ad/voitures/3188442043,leboncoin_page3.html,"Peugeot 208 Style 1.2 PureTech – GPS / Clim / Radar 5 790 € Prix: 5 790 €. Pack Sérénité · 2016 · 110000 km · Essence · Manuelle Année: ""2016"". Kilométrage: ""110000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année 2016 Kilométrage 110000 km Énergie Essence Boîte de vitesse Manuelle Année: ""2016"". Kilométrage: ""110000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Le Creusot 71200 Située à Le Creusot 71200.","Prix: 5 790 €. Année: ""2016"". Kilométrage: ""110000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année: ""2016"". Kilométrage: ""110000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Située à Le Creusot 71200.",2026-05-07 00:53:06
60,30,0,17,8,0,5,FIAT PANDA III 1.2 69 COOL 5PL 70Ch Garantie 12 mois,4980,2016,143000,Essence,Manuelle,Professionnel,Vignoles 21200,70.0,,1,https://www.leboncoin.fr/ad/voitures/3192017101,leboncoin_page1.html,"FIAT PANDA III 1.2 69 COOL 5PL 70Ch Garantie 12 mois 4 980 € Prix: 4 980 €. Pro Vendeur professionnel. · 2016 · 143000 km · Essence · Manuelle Année: ""2016"". Kilométrage: ""143000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année 2016 Kilométrage 143000 km Énergie Essence Boîte de vitesse Manuelle Année: ""2016"". Kilométrage: ""143000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Simplicicar Beaune Vignoles 21200 Située à Vignoles 21200.","Prix: 4 980 €. Vendeur professionnel. Année: ""2016"". Kilométrage: ""143000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année: ""2016"". Kilométrage: ""143000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Située à Vignoles 21200.",2026-05-07 00:53:06
60,30,0,13,17,0,0,Citroën c3 1l vti,3500,2015,90000,Essence,Manuelle,,Saint-Vallier 71230,,,1,https://www.leboncoin.fr/ad/voitures/3193003097,leboncoin_page1.html,"Citroën c3 1l vti 3 500 € Prix: 3 500 €. Pack Sérénité · 2015 · 90000 km · Essence · Manuelle Année: ""2015"". Kilométrage: ""90000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année 2015 Kilométrage 90000 km Énergie Essence Boîte de vitesse Manuelle Année: ""2015"". Kilométrage: ""90000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Saint-Vallier 71230 Située à Saint-Vallier 71230.","Prix: 3 500 €. Année: ""2015"". Kilométrage: ""90000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année: ""2015"". Kilométrage: ""90000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Située à Saint-Vallier 71230.",2026-05-07 00:53:06
60,30,0,13,17,0,0,Dacia Sandero,4950,2015,99000,Essence,Manuelle,,La Roche-Vineuse 71960,,,1,https://www.leboncoin.fr/ad/voitures/3189170323,leboncoin_page2.html,"Dacia Sandero 4 950 € Prix: 4 950 €. Pack Sérénité · 2015 · 99000 km · Essence · Manuelle Année: ""2015"". Kilométrage: ""99000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année 2015 Kilométrage 99000 km Énergie Essence Boîte de vitesse Manuelle Année: ""2015"". Kilométrage: ""99000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" La Roche-Vineuse 71960 Située à La Roche-Vineuse 71960.","Prix: 4 950 €. Année: ""2015"". Kilométrage: ""99000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année: ""2015"". Kilométrage: ""99000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Située à La Roche-Vineuse 71960.",2026-05-07 00:53:06
60,30,0,13,17,0,0,Citroën c3,5000,2014,93340,Essence,Manuelle,,Saint-Marcel 71380,,,1,https://www.leboncoin.fr/ad/voitures/3136514371,leboncoin_page5.html,"Déjà Vu Annonce déjà vue. Citroën c3 5 000 € Baisse de prix Prix: 5 000 €.. Baisse de prix Pack Sérénité · 2014 · 93340 km · Essence · Manuelle Année: ""2014"". Kilométrage: ""93340 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année 2014 Kilométrage 93340 km Énergie Essence Boîte de vitesse Manuelle Année: ""2014"". Kilométrage: ""93340 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Saint-Marcel 71380 Située à Saint-Marcel 71380.","Annonce déjà vue. Prix: 5 000 €.. Baisse de prix Année: ""2014"". Kilométrage: ""93340 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année: ""2014"". Kilométrage: ""93340 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Située à Saint-Marcel 71380.",2026-05-07 00:53:06
60,30,0,13,17,0,0,"Citroen c1, essence, annee 2014",4600,2014,104000,Essence,Manuelle,,Villevieux 39140,,,1,https://www.leboncoin.fr/ad/voitures/3179233657,leboncoin_page5.html,"Citroen c1, essence, annee 2014 4 600 € Prix: 4 600 €. Pack Sérénité · 2014 · 104000 km · Essence · Manuelle Année: ""2014"". Kilométrage: ""104000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année 2014 Kilométrage 104000 km Énergie Essence Boîte de vitesse Manuelle Année: ""2014"". Kilométrage: ""104000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Villevieux 39140 Située à Villevieux 39140.","Prix: 4 600 €. Année: ""2014"". Kilométrage: ""104000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année: ""2014"". Kilométrage: ""104000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Située à Villevieux 39140.",2026-05-07 00:53:06
60,30,0,5,20,0,5,Renault Clio 2 Campus 1.2 Essence / garantie 12 mois,4990,2011,79690,Essence,Manuelle,Professionnel,Branges 71500,,,1,https://www.leboncoin.fr/ad/voitures/3189752505,leboncoin_page2.html,"Renault Clio 2 Campus 1.2 Essence / garantie 12 mois 4 990 € Prix: 4 990 €. Pro Vendeur professionnel. · 2011 · 79690 km · Essence · Manuelle Année: ""2011"". Kilométrage: ""79690 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année 2011 Kilométrage 79690 km Énergie Essence Boîte de vitesse Manuelle Année: ""2011"". Kilométrage: ""79690 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Branges 71500 Située à Branges 71500.","Prix: 4 990 €. Vendeur professionnel. Année: ""2011"". Kilométrage: ""79690 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année: ""2011"". Kilométrage: ""79690 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Située à Branges 71500.",2026-05-07 00:53:06
60,22,0,20,13,5,0,Opel astra sport tourer,5800,2018,131800,Diesel,Manuelle,,Le Creusot 71200,,,2,https://www.leboncoin.fr/ad/voitures/3183858282,leboncoin_page3.html,"Opel astra sport tourer 5 800 € Prix: 5 800 €. Pack Sérénité · 2018 · 131800 km · Diesel · Manuelle Année: ""2018"". Kilométrage: ""131800 km"". Énergie: ""Diesel"". Boîte de vitesse: ""Manuelle"" Année 2018 Kilométrage 131800 km Énergie Diesel Boîte de vitesse Manuelle Année: ""2018"". Kilométrage: ""131800 km"". Énergie: ""Diesel"". Boîte de vitesse: ""Manuelle"" Le Creusot 71200 Située à Le Creusot 71200.","Prix: 5 800 €. Année: ""2018"". Kilométrage: ""131800 km"". Énergie: ""Diesel"". Boîte de vitesse: ""Manuelle"" Année: ""2018"". Kilométrage: ""131800 km"". Énergie: ""Diesel"". Boîte de vitesse: ""Manuelle"" Située à Le Creusot 71200.",2026-05-07 00:53:06
60,22,0,13,20,0,5,PEUGEOT ion 67 CV 14.5KWH BVA ELECTRIQUE,5990,2015,62000,Électrique,Automatique,Professionnel,Montceau-les-Mines 71300,67.0,,0,https://www.leboncoin.fr/ad/voitures/3147850443,leboncoin_page2.html,"PEUGEOT ion 67 CV 14.5KWH BVA ELECTRIQUE 5 990 € Prix: 5 990 €. Pro Vendeur professionnel. · 2015 · 62000 km · Électrique · Automatique Année: ""2015"". Kilométrage: ""62000 km"". Énergie: ""Électrique"". Boîte de vitesse: ""Automatique"" Année 2015 Kilométrage 62000 km Énergie Électrique Boîte de vitesse Automatique Année: ""2015"". Kilométrage: ""62000 km"". Énergie: ""Électrique"". Boîte de vitesse: ""Automatique"" L'agence Automobilière de Montceau Les Mines Montceau-les-Mines 71300 Située à Montceau-les-Mines 71300.","Prix: 5 990 €. Vendeur professionnel. Année: ""2015"". Kilométrage: ""62000 km"". Énergie: ""Électrique"". Boîte de vitesse: ""Automatique"" Année: ""2015"". Kilométrage: ""62000 km"". Énergie: ""Électrique"". Boîte de vitesse: ""Automatique"" Située à Montceau-les-Mines 71300.",2026-05-07 00:53:06
60,22,0,13,20,5,0,Renault ZOE 22kw,5900,2015,79000,Électrique,Automatique,,Mâcon 71000,,,0,https://www.leboncoin.fr/ad/voitures/3010790124,leboncoin_page3.html,"Déjà Vu Annonce déjà vue. Renault ZOE 22kw 5 900 € Prix: 5 900 €. Paiement sécurisé · 2015 · 79000 km · Électrique · Automatique Année: ""2015"". Kilométrage: ""79000 km"". Énergie: ""Électrique"". Boîte de vitesse: ""Automatique"" Année 2015 Kilométrage 79000 km Énergie Électrique Boîte de vitesse Automatique Année: ""2015"". Kilométrage: ""79000 km"". Énergie: ""Électrique"". Boîte de vitesse: ""Automatique"" Mâcon 71000 Située à Mâcon 71000.","Annonce déjà vue. Prix: 5 900 €. Année: ""2015"". Kilométrage: ""79000 km"". Énergie: ""Électrique"". Boîte de vitesse: ""Automatique"" Année: ""2015"". Kilométrage: ""79000 km"". Énergie: ""Électrique"". Boîte de vitesse: ""Automatique"" Située à Mâcon 71000.",2026-05-07 00:53:06
