car_id,source_url,original_title,original_price_eur,original_year,original_mileage_km,original_fuel,original_transmission,original_seller_type,original_detail_brand,original_detail_model,original_detail_doors,original_detail_seats,original_detail_description,original_raw_text,ai_car_name,ai_brand,ai_model,ai_version_or_trim,ai_year,ai_first_registration,ai_price_eur,ai_mileage_km,ai_fuel_type,ai_transmission,ai_engine_capacity_l,ai_engine_description,ai_horsepower_hp,ai_fiscal_power_cv,ai_doors,ai_seats,ai_critair,ai_euro_emission_class,ai_seller_type,ai_location,ai_is_professional_seller,ai_is_accident_vehicle,ai_is_export_only,ai_is_professional_only_sale,ai_has_non_guaranteed_mileage,ai_has_engine_warning_or_mechanical_warning,ai_control_technique_status,ai_warranty_months,ai_maintenance_history_status,ai_recent_repairs,ai_known_risks,ai_important_missing_info,ai_fuel_consumption_city_l_100km,ai_fuel_consumption_road_l_100km,ai_fuel_consumption_mixed_l_100km,ai_estimated_annual_running_cost_level,ai_resale_ease_score_1_to_5,ai_spare_parts_availability_score_1_to_10,ai_reliability_score_0_to_25,ai_buyer_suitability_score_0_to_20,ai_price_value_score_0_to_15,ai_zfe_critair_score_0_to_10,ai_running_cost_score_0_to_10,ai_resale_score_0_to_10,ai_parts_score_0_to_10,ai_total_score_0_to_100,ai_recommendation,ai_short_reason,ai_questions_to_ask_seller,ai_confidence_0_to_1
A_SAISIR_208_1_2L_VTi_82CH_ALLURE_vignette_crit_air1_suivi_GARAGE_vente_PROESSIONNEL_s_3177328652,https://www.leboncoin.fr/ad/voitures/3177328652,A SAISIR 208 1.2L VTi 82CH. ALLURE(vignette crit'air1) suivi GARAGE(vente à PROESSIONNEL),2800.0,2013.0,159400.0,Essence,Manuelle,Professionnel,PEUGEOT,208,3.0,5,"Vends PEUGEOT 208 1.2L VTi 82CH.(vignette crit'air 1) PACK ALLURE toutes options(ordinateur de bord, climatisation automatique bi-zones, écran tactile avec GPS, radar de recul, allumage des feux automatique, capteur de pluie, régulateur et limiteur de vitesse, feux de jour à LED, éclairage au sol, aide au démarrage en côte, start&stop, kit mains-libres bluetooth, prise USB, prise auxiliaire de connexion audio, commande du système audio au volant, vitres électriques, rétroviseurs électriques-rabattables et dégivrants, fermeture centralisé, double air-bag frontaux et latéraux avant, projecteurs anti-brouillard avant, jantes alliage..). Véhicule très propre non fumeur, entretien et suivi par GARAGE avec factures à l'appui depuis le début de sa mise en circulation. La dernière révision est à jour faite à 158732KM le 13/03/2026 facture à l'appui. Le contrôle technique fait le 10/04/2026 avec contre visite pour la pollution et ampoules. Véhicule fourni avec 2 clés. Vente à PROFESSIONNEL consommation d'huile contre visite pour la pollution et ampoules. Voir moins","A SAISIR 208 1.2L VTi 82CH. ALLURE(vignette crit'air1) suivi GARAGE(vente à PROESSIONNEL) 2 800 € Prix: 2 800 €. Pro Vendeur professionnel. Année 2013 Kilométrage 159400 km Énergie Essence Boîte de vitesse Manuelle Année: ""2013"". Kilométrage: ""159400 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Mâcon 71000 Située à Mâcon 71000.",Peugeot 208 1.2L VTi 82CH Allure,Peugeot,208,Allure,2013,,2800,159400,Petrol,Manual,1.2,1.2L VTi 82CH (PureTech engine),82,,3,5,1,,professional,Mâcon 71000,True,False,False,True,False,False,Passed with remark for pollution and bulbs,,Full garage follow-up with invoices,Last revision at 158732 km on 13/03/2026,Peugeot 1.2 VTi (PureTech) is known for timing belt risk if not proven replaced,No proof of timing belt replacement,6.0,4.5,5.0,medium,3,8,12,10,12,9,7,6,7,61,only_if_checked,"Good value Peugeot 208 1.2L VTi with Crit'air 1 and garage history but timing belt proof missing, 3-door less practical, and sale only to professionals, moderate mileage.",When was the timing belt last replaced? Any possibility to sell to private buyer? Why control technique has pollution remark?,0.7
Toyota_Aygo_1_0_VVT_i_50000km_s_3179955743,https://www.leboncoin.fr/ad/voitures/3179955743,Toyota Aygo 1.0 VVT-i 50000km,4990.0,2012.0,50000.0,Essence,Manuelle,,TOYOTA,Aygo,5.0,2,"Je vends une Toyota Aygo 1.0 essence, idéale pour la ville, économique et facile à conduire. • Kilométrage : 50 000 km • Motorisation : 1.0 essence • État général : bon état • Entretien : véhicule bien suivi 🔧 Particularité : Actuellement en configuration 2 places, avec possibilité de remettre la banquette arrière ainsi que les ceintures (fournies ou possibilité d’installation selon accord). 👍 Les + : • Faible consommation • Faibles coûts d’entretien • Parfaite pour jeune conducteur ou trajets urbains 📞 Contact : N’hésitez pas à me contacter pour plus d’informations ou pour convenir d’un rendez-vous. Voir moins","Toyota Aygo 1.0 VVT-i 50000km 4 990 € Prix: 4 990 €. Pack Sérénité Année 2012 Kilométrage 54765 km Énergie Essence Boîte de vitesse Manuelle Année: ""2012"". Kilométrage: ""54765 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Chalon-sur-Saône 71100 Située à Chalon-sur-Saône 71100.",Toyota Aygo,Toyota,Aygo,,2012,,4990,54765,Essence,Manuelle,1.0,1.0 VVT-i,,,5,2,2,,,Chalon-sur-Saône 71100,,False,False,False,False,False,,,well followed,,,"No explicit power, first registration, CT status, warranty info",5.0,4.0,4.5,low,4,8,22,17,12,8,9,8,8,92,strong_buy,"Low mileage, reliable 1.0 Toyota engine, 5 doors, low running costs, suitable CritAir 2, no major risks.","Confirm first registration date, control technique status, warranty or recent repairs, confirm 5 seats can be restored properly.",0.9
Kia_picanto_2012_53_500_km_ct_vierge_pr_te_rouler_s_3157904451,https://www.leboncoin.fr/ad/voitures/3157904451,Kia picanto 2012 – 53 500 km – ct vierge – prête à rouler,5900.0,2012.0,53500.0,Essence,Manuelle,,KIA,Picanto,3.0,5,"🚗 KIA PICANTO 2012 – 53 500 KM – CT VIERGE – PRÊTE À ROULER Kia Picanto essence, boîte manuelle, seulement 53 500 km. Voiture fiable, économique et très bien entretenue. Non fumeur. ✅ Contrôle technique vierge (31/01/2026) ✅ Idéale jeune conducteur / ville ⚠️ Quelques rayures d’usage 💶 5 900 € 📞 Visible et disponible rapidement Voir moins","Kia picanto 2012 – 53 500 km – ct vierge – prête à rouler 5 900 € Prix: 5 900 €. Pack Sérénité Année 2012 Kilométrage 53500 km Énergie Essence Boîte de vitesse Manuelle Année: ""2012"". Kilométrage: ""53500 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Mâcon 71000 Située à Mâcon 71000.",Kia Picanto,KIA,Picanto,,2012,,5900,53500,Essence,Manuelle,,,,,3,5,2,,,Mâcon 71000,,False,False,False,False,False,Vierge (CT valide au 31/01/2026),,"Très bien entretenue, non fumeur",,"3 portes moins pratique, pas de version moteur ni puissance précisés","Manque infos moteur exact, puissance, première immatriculation",5.5,4.5,5.0,low,4,8,20,16,12,8,8,7,8,87,consider,Low mileage reliable small petrol car with clear CT and good maintenance; 3-door less preferred; lacks detailed engine info.,What is the engine displacement and horsepower? Any timing belt history? Confirm first registration date.,0.8
Citroen_c1_1_0_68_confort_3p_s_3160816737,https://www.leboncoin.fr/ad/voitures/3160816737,Citroen c1 1.0 68 confort 3p,5990.0,2012.0,77000.0,Essence,Manuelle,Professionnel,CITROEN,C1,3.0,4,CITROEN C1 1.0 68 CONFORT 3P 5 990 € TTC Année 2012 Kilométrage 77 000 km Boîte de vitesse Manuelle Énergie Essence Puissance fiscale 4 CV Puissance DIN 68 ch (50 kW) Consommation 3.8 L /100km Crit’air CO₂ 99 g/km A Coffre Moyen Première main Non Garantie 6 Extérieur et Chassis Rétroviseurs extérieurs réglage intérieur Roue de secours Ampoules de phares halogènes Intérieur Volant mousse Réglage du volant en hauteur Banquette 1/3 - 2/3 Fermeture électrique Sécurité ABS Assistance au freinage d'urgence Airbags latéraux Contrôle de freinage en courbe Voir moins,"Citroen c1 1.0 68 confort 3p 5 990 € Prix: 5 990 €. Pro Vendeur professionnel. Année 2012 Kilométrage 77000 km Énergie Essence Boîte de vitesse Manuelle Année: ""2012"". Kilométrage: ""77000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Chagny 71150 Située à Chagny 71150.",Citroen C1 1.0 68 Confort,Citroen,C1,Confort,2012,,5990,77000,Essence,Manuelle,1.0,1.0 68 ch,68,4,3,4,2,,Professionnel,Chagny 71150,True,False,False,False,False,False,,6,,,"Potential higher wear on 3-door model, slightly limited space for student needs.",No info on first registration date and detailed maintenance history.,4.0,3.5,3.8,low,3,9,16,14,13,8,8,6,8,78,consider,"Good small petrol city car, 3-door less practical, professional seller, no major flags, average resale ease for student use.","Ask for maintenance records and timing belt replacement proof, confirm first registration date, any accident history.",0.85
Citroen_c3_1_4_hdi_s_3189785019,https://www.leboncoin.fr/ad/voitures/3189785019,Citroen c3 1.4 hdi,6000.0,2012.0,95300.0,Diesel,Manuelle,,CITROEN,C3,5.0,5,"Vends Citroën C3 1.4HDI de 11/2012 95300kms. Climatisation, vitres et rétro électriques, fermeture centralisée. Très bon état. Entretien à jour. Courroie distribution changée en 2024. Airbag Takata changé sous garantie Citroën en 2025. Visible sur Macon","Citroen c3 1.4 hdi 6 000 € Prix: 6 000 €. Pack Sérénité Année 2012 Kilométrage 95300 km Énergie Diesel Boîte de vitesse Manuelle Année: ""2012"". Kilométrage: ""95300 km"". Énergie: ""Diesel"". Boîte de vitesse: ""Manuelle"" Sancé 71000 Située à Sancé 71000.",Citroen C3 1.4 HDi,Citroen,C3,,2012,,6000,95300,Diesel,Manuelle,1.4,1.4 HDi Diesel,,,5,5,3,,,Sancé 71000,,False,False,False,False,False,,,"timing belt replaced 2024, Takata airbag replaced 2025","timing belt 2024, Takata airbag 2025","DPF and EGR risks typical for older diesel, CritAir 3 limits city use in ZFE","No exact Euro emission class, no detailed recent maintenance history beyond timing belt and airbag",5.0,3.8,4.3,medium,3,8,15,12,10,4,6,6,7,65,consider,Reliable early diesel with replaced timing belt and airbag; diesel risks for city and CritAir 3 impact; good price but moderate ZFE.,"Confirm full maintenance history, recent DPF or EGR servicing, any warranty or CT status",0.85
FORD_KA_1_2_toit_pano_s_3187883521,https://www.leboncoin.fr/ad/voitures/3187883521,"FORD KA 1,2 toit pano",4000.0,2012.0,98800.0,Essence,Manuelle,,FORD,Ka,3.0,4,"Ford KA 1.2 69CV NOIR, 4cv, 3 portes, mise en circulation le 26-01-2012 4 places, couleur intérieur : GRIS, l boîte de vitesse : manuelle OPTIONS ET EQUIPEMENTS : INTÉRIEUR : - Audio - Télécommunications - Prise Jack - Clim manuelle - Direction assistée électrique - Ordinateur de bord - Prise 12V - Siège conducteur réglable en hauteur - Verrouillage centralisé à distance - Vitres avant électriques - Volant réglable en hauteur - Ect EXTÉRIEUR: - Rétroviseur électrique - Toit PANORAMIQUE - Anti brouillard - Ect Sécurité - ABS - Airbags latéraux avant La révision et le contrôle technique on était fait la semaine dernière. Voir moins","FORD KA 1,2 toit pano 4 000 € Prix: 4 000 €.. Baisse de prix Pack Sérénité Année 2012 Kilométrage 98800 km Énergie Essence Boîte de vitesse Manuelle Année: ""2012"". Kilométrage: ""98800 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Sancé 71000 Située à Sancé 71000.",FORD KA 1.2,FORD,KA,,2012,2012-01-26,4000,98800,Essence,Manuelle,1.2,1.2L 69 CV,69,4,3,4,2,,,Sancé 71000,,False,False,False,False,False,Révision et contrôle technique faits la semaine dernière,,,,,No explicit trim/version and detailed maintenance history,6.0,4.5,5.0,low,3,8,18,14,13,8,8,6,7,80,consider,Small 3-door Ford Ka with reliable 1.2L petrol engine; good condition with recent inspection; lacks 5 doors and full maintenance details; suitable Crit'Air 2 but limited doors and 4 seats only; overall a decent option at budget price,"Confirm full maintenance history, timing belt status; ask seller type; clarify any past accidents or repairs",0.85
Citro_n_Nemo_1_3_hdi_75ch_100000km_s_3175742639,https://www.leboncoin.fr/ad/voitures/3175742639,Citroën Nemo 1.3 hdi 75ch 100000km,3990.0,2012.0,100000.0,Diesel,Manuelle,,CITROEN,Nemo,3.0,2,"Citroën Nemo 1,3 hdi 75 Moteur changer a 150000km La carrosserie a 250000km et le moteur 100000km actuellement avec facture de 7000€ disponible CT OK Vitres électriques Fermeture centralisée ... Voir moins","Citroën Nemo 1.3 hdi 75ch 100000km 3 990 € Prix: 3 990 €. Pack Sérénité Année 2012 Kilométrage 100000 km Énergie Diesel Boîte de vitesse Manuelle Année: ""2012"". Kilométrage: ""100000 km"". Énergie: ""Diesel"". Boîte de vitesse: ""Manuelle"" Le Creusot 71200 Située à Le Creusot 71200.",Citroën Nemo 1.3 HDi 75,Citroën,Nemo,,2012,,3990,100000,Diesel,Manuelle,1.3,1.3 HDi diesel engine,75,,3,2,3,,,Le Creusot 71200,,False,False,False,False,False,OK,,"Engine changed at 150000 km, body at 250000 km with invoice 7000€",Engine replaced at 150000 km with invoice,"Diesel engine, older 2012 model, 3-door with 2 seats, possible higher running cost, ZFE CritAir 3",First registration date and full emission standard not specified,5.0,4.0,4.5,medium,2,7,13,11,11,4,6,4,7,63,only_if_checked,"Older diesel with CritAir 3, 3-door 2-seater limits versatility; engine replaced but running costs higher; suitable only if diesel and CritAir 3 accepted; moderate reliability and parts availability.",Clarify first registration date and full emission standard; confirm no hidden mechanical issues; verify maintenance receipts; any known accident history?,0.8
nan_nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No information provided for analysis, all key details missing.",,,,,,,,,,,,,,,only_if_checked,No data available; recommend obtaining full details before further evaluation.,"Please provide year, mileage, fuel type, transmission, number of doors, service history, accident history, and control technique status.",0
Modus_2012_108950_km_s_3143887976,https://www.leboncoin.fr/ad/voitures/3143887976,Modus.2012. 108950 km,3950.0,2012.0,108950.0,Essence,Manuelle,,,,,,,"Modus.2012. 108950 km 3 950 € Prix: 3 950 €.. Baisse de prix Pack Sérénité Année 2012 Kilométrage 108950 km Énergie Essence Boîte de vitesse Manuelle Année: ""2012"". Kilométrage: ""108950 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Sevrey 71100 Située à Sevrey 71100.",Renault Modus,Renault,Modus,,2012,,3950,108950,Essence,Manuelle,,,,,,,2,,,Sevrey 71100,,False,False,False,False,False,,,,,"No major risks detected, but missing detailed info on engine size and maintenance.","Engine size, specific version, maintenance history, doors and seats count not specified.",6.5,4.5,5.3,medium,3,8,15,16,12,8,7,6,8,75,consider,"Reliable small petrol car with moderate mileage and reasonable price, lacks detailed info.",Confirm engine size and timing belt history; inquire about maintenance and repairs; number of doors and seats; confirm no accident history or mechanical warnings.,0.7
RENAULT_TWINGO_II_Tce_100_Gordini_s_3190211052,https://www.leboncoin.fr/ad/voitures/3190211052,RENAULT TWINGO II Tce 100 Gordini,5990.0,2012.0,116990.0,Essence,Manuelle,Professionnel,RENAULT,Twingo,3.0,4,"RENAULT TWINGO II Tce 100 Gordini, berline, bleu, 6 cv, 3 portes, première mise en circulation le 09/08/2012, garantie : 3 mois. Prix TTC : 5 990 € 4 places - consommation extra urbaine: 4.70l/100 - consommation urbaine: 7.30l/100 - consommation mixte: 5.70l/100 /// OPTIONS ET INFOS: Origine France / Dernier CT 24/04/2026 / Révision + distribution seront fait pour la vente / Suppression silencieux mais origine disponible pour la vente / Roue de secours & Cric présents / Régulateur & Limiteur / Pédalier aluminium / Vitres électriques / Rétroviseurs à réglage électrique / Centralisation / Climatisation / Bluetooth, Aux, USB, CD / Badge Gordini /// --> ATTENTION: Véhicule proposé en dépo-vente, il est VISIBLE UNIQUEMENT SUR RENDEZ-VOUS après contact par téléphone avec un commercial pour valider les modalités de la visite !!! ____ ! Des erreurs pouvant se glisser dans nos annonces, merci de nous contacter pour plus de renseignements sur ces dernières ! ____ Prix affiché hors frais d'intermédiation et de carte grise. Coût des frais d'intermédiations: de 590e à 1290e suivant la catégorie du véhicule (voir conditions en agence) --> Nos services : -Accompagnement pour la gestion des formalités administratives et demande carte grise (frais admistratifs à la charge de l'acheteur). -Livraison possible dans toute la France via prestataire exterieur selon tarif en vigueur. -Reprise de votre ancien véhicule (voir conditions en agence). -Garantie mécanique possible de 6 à 36 mois. (Une garantie moteur-boite-pont de 3 mois est comprise dans les frais d'intermediation - voir conditions en agence) -Tous nos véhicules sont nettoyés par un préparateur professionnel avant la mise à disposition. ____ TRANSAKAUTO CHALON-SUR-SAÔNE ( environ 200 agences en France) est une société spécialisée en courtage automobilie, 1er réseau d'intermediation automobile auprès des particuliers avec + de 180 agences en France depuis 2011. Chez Transakauto Chalon-Sur-Saône, c'est aussi un large choix de véhicules d'occasion !!! Demandez conseil à l'un de nos conseillers ! Transakauto Chalon-Sur-Saône / Adresse : 3 RUE GABRIEL LIPPMANN 71880 CHÂTENOY-LE-ROYAL / EURL / Capital Social 1000euros / RCS Chalon-Sur-Saône sous le numéro 938462645. Référence annonce : 4179 Voir moins","RENAULT TWINGO II Tce 100 Gordini 5 990 € Prix: 5 990 €. Pro Vendeur professionnel. Année 2012 Kilométrage 116990 km Énergie Essence Boîte de vitesse Manuelle Année: ""2012"". Kilométrage: ""116990 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" TRANSAKAUTO CHALON Châtenoy-le-Royal 71880 Située à Châtenoy-le-Royal 71880.",RENAULT TWINGO II Tce 100 Gordini,RENAULT,Twingo,Tce 100 Gordini,2012,2012-08,5990,116990,Essence,Manuelle,,1.0-1.2L Turbo likely,100,6,3,4,2,,Professionnel,Châtenoy-le-Royal 71880,True,False,False,False,False,False,Valid valid until 24/04/2026,3,Revision + distribution to be done before sale,,Renault TCe 1.0-1.2 engines moderate risk if timing unclear,Exact engine capacity and timing belt status not stated,7.3,4.7,5.7,medium,3,8,15,12,9,6,7,6,8,68,consider,"Reliable model but 3-door, moderate mechanical risk from TCe engine, professional sale with short warranty. Good running costs, CritAir 2 suitable.",Timing belt history? Exact engine capacity? Details on recent maintenance and warranty?,0.85
OPEL_Corsa_D_Phase_2_1_0_i_12V_65_cv_s_3183361875,https://www.leboncoin.fr/ad/voitures/3183361875,OPEL Corsa D Phase 2 1.0 i 12V 65 cv,3690.0,2012.0,124000.0,Essence,Manuelle,Professionnel,,,,,,"OPEL Corsa D Phase 2 1.0 i 12V 65 cv 3 690 € Prix: 3 690 €. Pro Vendeur professionnel. Année 2012 Kilométrage 124000 km Énergie Essence Boîte de vitesse Manuelle Année: ""2012"". Kilométrage: ""124000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Montceau-les-Mines 71300 Située à Montceau-les-Mines 71300.",Opel Corsa D Phase 2 1.0 i 12V 65 cv,Opel,Corsa D,Phase 2 1.0 i 12V 65 cv,2012,,3690,124000,Essence,Manuelle,1.0,1.0 i 12V petrol engine,65,,,,2,,Professionnel,Montceau-les-Mines 71300,True,False,False,False,False,False,,,,,Opel 1.0L 12V petrol engines generally reliable; moderate mileage; professional sale; no info on timing belt.,"No info on number of doors, seats, vehicle inspection, maintenance history, or accident status; no proof of timing belt change; no Crit'Air stated but estimated 2 given age and petrol fuel.",5.5,4.5,5.0,medium,3,7,18,15,11,7,7,6,7,76,consider,Good economy and reliability for a 2012 petrol Opel Corsa; moderate mileage; professional seller; lacks detailed maintenance and inspection info; estimated Crit'Air 2.,Request detailed maintenance and inspection records; timing belt change proof; confirm number of doors and seats; accident history; possible hidden damages.,0.75
Suzuki_swift_dition_Little_Marcel_5_portes_s_3182586609,https://www.leboncoin.fr/ad/voitures/3182586609,Suzuki swift édition Little Marcel 5 portes,5990.0,2012.0,126000.0,Essence,Manuelle,,,,,,,"Suzuki swift édition Little Marcel 5 portes 5 990 € Prix: 5 990 €. Pack Sérénité Année 2012 Kilométrage 126000 km Énergie Essence Boîte de vitesse Manuelle Année: ""2012"". Kilométrage: ""126000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Mâcon 71000 Située à Mâcon 71000.",Suzuki Swift,Suzuki,Swift,édition Little Marcel,2012,,5990,126000,Essence,Manuelle,,,,,5,,2,,,Mâcon 71000,,False,False,False,False,False,,,,,None stated; Suzuki Swift 2012 petrol generally reliable,"Engine capacity, power, maintenance history, first registration missing",6.0,4.5,5.0,low,4,8,20,17,12,8,8,7,7,87,consider,"Reliable petrol 2012 Suzuki Swift 5-doors, good Crit'Air 2, moderate mileage, no red flags but missing some details","Request maintenance history, engine size and power, first registration date, control technique status",0.8
PEUGEOT_207_1_4_HDi_70_cv_2_places_s_3177189078,https://www.leboncoin.fr/ad/voitures/3177189078,PEUGEOT 207 1.4 HDi 70 cv 2 places,3490.0,2012.0,127993.0,Diesel,Manuelle,Professionnel,,,,,,"PEUGEOT 207 1.4 HDi 70 cv 2 places 3 490 € Prix: 3 490 €. Pro Vendeur professionnel. Année 2012 Kilométrage 127993 km Énergie Diesel Boîte de vitesse Manuelle Année: ""2012"". Kilométrage: ""127993 km"". Énergie: ""Diesel"". Boîte de vitesse: ""Manuelle"" Mâcon 71000 Située à Mâcon 71000.",Peugeot 207 1.4 HDi 70,Peugeot,207,1.4 HDi 70 cv,2012,,3490,127993,Diesel,Manuelle,1.4,1.4 HDi diesel,70,,,2,3,,Professional,Mâcon 71000,True,False,False,False,False,False,,,,,Older diesel with potential DPF/EGR/turbo risks; CritAir 3 not ideal for city in ZFE zones.,Doors number not specified; no maintenance history; no CT info.,4.5,3.5,3.9,medium,3,7,15,10,10,4,6,6,7,65,consider,"Diesel with moderate risks for ZFE city use, 2-seat config limits practicality; good price but some missing info.",Confirm number of doors; provide recent CT and maintenance records; any past mechanical issues?,0.85
Ford_kuga_Bo_te_vitesse_changer_s_3187744037,https://www.leboncoin.fr/ad/voitures/3187744037,Ford kuga Boîte à vitesse à changer,5500.0,2012.0,130000.0,Diesel,Automatique,,,,,,,"Ford kuga Boîte à vitesse à changer 5 500 € Prix: 5 500 €. Pack Sérénité Année 2012 Kilométrage 130000 km Énergie Diesel Boîte de vitesse Automatique Année: ""2012"". Kilométrage: ""130000 km"". Énergie: ""Diesel"". Boîte de vitesse: ""Automatique"" Le Creusot 71200 Située à Le Creusot 71200.",,Ford,Kuga,Pack Sérénité,2012,,5500,130000,Diesel,Automatique,,,,,,,,,,Le Creusot 71200,,False,False,False,False,True,,,,Boîte à vitesse à changer,Transmission problem (automatic gearbox needs replacement),"No engine size, power, critair info; no confirmation of first registration or full history",,,,high,2,7,8,10,8,4,4,5,7,53,only_if_checked,Automatic gearbox fault lowers reliability and increases cost; Diesel 2012 moderate ZFE risk; no major red flags but needs mechanical check,Has the gearbox issue been diagnosed by a professional? What is the expected repair cost? Any other mechanical issues? Full maintenance history? Confirm Critair/ZFE status?,0.8
Lancia_Ypsilon_s_rie_Black_Red_135000_km_s_3186094191,https://www.leboncoin.fr/ad/voitures/3186094191,Lancia Ypsilon série Black &Red 135000 km,3950.0,2012.0,135000.0,Essence,Manuelle,,,,,,,"Lancia Ypsilon série Black &Red 135000 km 3 950 € Prix: 3 950 €. Pack Sérénité Année 2012 Kilométrage 135000 km Énergie Essence Boîte de vitesse Manuelle Année: ""2012"". Kilométrage: ""135000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Gissey-sur-Ouche 21410 Située à Gissey-sur-Ouche 21410.",Lancia Ypsilon Black & Red,Lancia,Ypsilon,Black & Red,2012,,3950,135000,Essence,Manuelle,,,,,,,2,,,Gissey-sur-Ouche,,False,False,False,False,False,,,,,Typical concerns about Italian supermini long-term reliability and parts cost,"Engine size/hp, service history, number of doors/seats, seller type, exact first registration date",6.5,4.5,5.2,medium,2,5,12,14,11,7,6,5,5,65,consider,"Decent value for vintage Lancia Ypsilon, but high mileage and incomplete info reduce reliability confidence; parts somewhat available in France; CritAir likely 2; medium running costs.","Confirm engine size, Hp, number of doors; Provide full maintenance/service history; Confirm first registration date; Seller type (pro/particular); Any known mechanical issues; Control technique status",0.7
Citro_n_c3_1_4_essence_moteur_TU_s_3144231014,https://www.leboncoin.fr/ad/voitures/3144231014,"Citroën c3 1,4 essence moteur TU",4500.0,2012.0,140000.0,Essence,Manuelle,Professionnel,,,,,,"Citroën c3 1,4 essence moteur TU 4 500 € Prix: 4 500 €.. Baisse de prix Pro Vendeur professionnel. Année 2012 Kilométrage 140000 km Énergie Essence Boîte de vitesse Manuelle Année: ""2012"". Kilométrage: ""140000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Mâcon 71000 Située à Mâcon 71000.",Citroën C3 1.4 TU,Citroën,C3,,2012,,4500,140000,Essence,Manuelle,1.4,TU series 1.4L petrol,,,,,2,,Professionnel,Mâcon 71000,True,False,False,False,False,,,,,,Higher mileage for this engine; no timing belt proof; TU engine generally reliable but mileage high,"No info on timing belt change, accident history, CT status, doors, seats",7.0,5.0,5.8,medium,3,8,18,15,12,8,7,6,8,74,consider,Good value and reliability from TU engine but high mileage and missing timing belt proof; professional seller; Crit'Air 2,Timing belt history? Accident history? Control technique? Doors and seats?,0.7
OPEL_Astra_J_1_7_CDTI_110_CH_s_3181196601,https://www.leboncoin.fr/ad/voitures/3181196601,OPEL Astra J 1.7 CDTI 110 CH,5490.0,2012.0,145000.0,Diesel,Manuelle,Professionnel,,,,,,"OPEL Astra J 1.7 CDTI 110 CH 5 490 € Prix: 5 490 €. Pro Vendeur professionnel. Année 2012 Kilométrage 145000 km Énergie Diesel Boîte de vitesse Manuelle Année: ""2012"". Kilométrage: ""145000 km"". Énergie: ""Diesel"". Boîte de vitesse: ""Manuelle"" Châtenoy-le-Royal 71880 Située à Châtenoy-le-Royal 71880.",OPEL Astra J,Opel,Astra J,1.7 CDTI 110 CH,2012,,5490,145000,Diesel,Manuelle,1.7,CDTI diesel 110 hp,110,,,,4,,Professionnel,Châtenoy-le-Royal 71880,True,,False,,False,False,,,,,"Diesel older car, risk of ZFE restrictions in city, possible DPF/EGR/turbo maintenance costly issues",No detailed maintenance history or control technique info,6.0,4.5,5.0,medium,3,8,15,12,12,4,6,6,7,70,consider,"Decent diesel car but higher risk due to 2012 diesel and ZFE limits; professional seller, no major red flags but details missing; medium running costs; good spare parts availability.","Ask for detailed maintenance history and control technique status, check for DPF and turbo condition, confirm no accident history",0.8
Alfa_rom_o_mito_1_6_jtd_120_ch_s_3176918396,https://www.leboncoin.fr/ad/voitures/3176918396,Alfa roméo mito 1.6 jtd 120 ch,5500.0,2012.0,160000.0,Diesel,Manuelle,Professionnel,,,,,,"Alfa roméo mito 1.6 jtd 120 ch 5 500 € Prix: 5 500 €. Pro Vendeur professionnel. Année 2012 Kilométrage 160000 km Énergie Diesel Boîte de vitesse Manuelle Année: ""2012"". Kilométrage: ""160000 km"". Énergie: ""Diesel"". Boîte de vitesse: ""Manuelle"" FLASH AUTO 21 Combertault 21200 Située à Combertault 21200.",Alfa Romeo Mito,Alfa Romeo,Mito,1.6 JTD 120 ch,2012,,5500,160000,Diesel,Manuelle,1.6,1.6 JTD diesel,120,,5,,3,,Professional,Combertault 21200,True,False,False,,False,False,,,,,High mileage; diesel engine not suited for city use; older diesel risk for DPF/EGR; Crit'Air 3 restricts access in some ZFE zones.,"Exact first registration date, maintenance history, euro emission standard, door and seat count confirmation.",6.5,4.5,5.2,medium,3,7,12,10,9,4,6,6,7,61,only_if_checked,High mileage diesel with Crit'Air 3; suitable if long trips and maintenance confirmed; some urban and ZFE restrictions.,Maintenance and service history? Confirmation of no accident? Control technique valid? Exact first registration date? Any recent repairs?,0.8
